Id,SalePrice
1461,124009.0
1462,161149.0
1463,182254.0
1464,189969.0
1465,192938.0
1466,171258.0
1467,170232.0
1468,163743.0
1469,179219.0
1470,124382.0
1471,199996.0
1472,97220.0
1473,95438.0
1474,153241.0
1475,122864.0
1476,373370.0
1477,251659.0
1478,281044.0
1479,295582.0
1480,480165.0
1481,333195.0
1482,207730.0
1483,168579.0
1484,171859.0
1485,183153.0
1486,199064.0
1487,344489.0
1488,238665.0
1489,200954.0
1490,223272.0
1491,193726.0
1492,93301.0
1493,180451.0
1494,302989.0
1495,299136.0
1496,234680.0
1497,184947.0
1498,162576.0
1499,159434.0
1500,148536.0
1501,170099.0
1502,150810.0
1503,286163.0
1504,247730.0
1505,222817.0
1506,189333.0
1507,242750.0
1508,204030.0
1509,164985.0
1510,145547.0
1511,145589.0
1512,172824.0
1513,142107.0
1514,151137.0
1515,205522.0
1516,153082.0
1517,162407.0
1518,140087.0
1519,219704.0
1520,134303.0
1521,135843.0
1522,170544.0
1523,114191.0
1524,123935.0
1525,126279.0
1526,118298.0
1527,99853.0
1528,135548.0
1529,147933.0
1530,172604.0
1531,106698.0
1532,97996.0
1533,138856.0
1534,125513.0
1535,152332.0
1536,106063.0
1537,62962.0
1538,156003.0
1539,198946.0
1540,89554.0
1541,149105.0
1542,135342.0
1543,197204.0
1544,82494.0
1545,105027.0
1546,128149.0
1547,129576.0
1548,131400.0
1549,117842.0
1550,134036.0
1551,115289.0
1552,134099.0
1553,151349.0
1554,114535.0
1555,160017.0
1556,84153.0
1557,103090.0
1558,95100.0
1559,72852.0
1560,136795.0
1561,128769.0
1562,129675.0
1563,119814.0
1564,158435.0
1565,145366.0
1566,239619.0
1567,75001.0
1568,228417.0
1569,131985.0
1570,140286.0
1571,129474.0
1572,151875.0
1573,249613.0
1574,119039.0
1575,226237.0
1576,227947.0
1577,191522.0
1578,146243.0
1579,144254.0
1580,192611.0
1581,152764.0
1582,126803.0
1583,324667.0
1584,225680.0
1585,142596.0
1586,72071.0
1587,94972.0
1588,152386.0
1589,94160.0
1590,131089.0
1591,96518.0
1592,113185.0
1593,126029.0
1594,131071.0
1595,112707.0
1596,237429.0
1597,187183.0
1598,212310.0
1599,187369.0
1600,183766.0
1601,67612.0
1602,117197.0
1603,78480.0
1604,272475.0
1605,254723.0
1606,167636.0
1607,178523.0
1608,207137.0
1609,191532.0
1610,144468.0
1611,139749.0
1612,166571.0
1613,157368.0
1614,126503.0
1615,88794.0
1616,75869.0
1617,92654.0
1618,124903.0
1619,140972.0
1620,169971.0
1621,133797.0
1622,139715.0
1623,288904.0
1624,216241.0
1625,125819.0
1626,157814.0
1627,184628.0
1628,275367.0
1629,184534.0
1630,341553.0
1631,211989.0
1632,236296.0
1633,172933.0
1634,186573.0
1635,176197.0
1636,151707.0
1637,193525.0
1638,194427.0
1639,179427.0
1640,266223.0
1641,177101.0
1642,219045.0
1643,230645.0
1644,239546.0
1645,190653.0
1646,159290.0
1647,159784.0
1648,134716.0
1649,134937.0
1650,110528.0
1651,121265.0
1652,98216.0
1653,99760.0
1654,146591.0
1655,147874.0
1656,143419.0
1657,146174.0
1658,146954.0
1659,126897.0
1660,157167.0
1661,457874.0
1662,417257.0
1663,390061.0
1664,357413.0
1665,304449.0
1666,336546.0
1667,377258.0
1668,325684.0
1669,296640.0
1670,352979.0
1671,252554.0
1672,438651.0
1673,301593.0
1674,246678.0
1675,178937.0
1676,182293.0
1677,208640.0
1678,432839.0
1679,394375.0
1680,336747.0
1681,252546.0
1682,309583.0
1683,174182.0
1684,177496.0
1685,173687.0
1686,172021.0
1687,170024.0
1688,195847.0
1689,200250.0
1690,202696.0
1691,185947.0
1692,275110.0
1693,168367.0
1694,180329.0
1695,165386.0
1696,276218.0
