Id,SalePrice
1461,106609.0
1462,141520.0
1463,160137.0
1464,172353.0
1465,165566.0
1466,150120.0
1467,153349.0
1468,142240.0
1469,163984.0
1470,106255.0
1471,163344.0
1472,85373.0
1473,85556.0
1474,126955.0
1475,97527.0
1476,309449.0
1477,213887.0
1478,243342.0
1479,237460.0
1480,434580.0
1481,279753.0
1482,176987.0
1483,151746.0
1484,139391.0
1485,156225.0
1486,168286.0
1487,285169.0
1488,203407.0
1489,168028.0
1490,202756.0
1491,166766.0
1492,80664.0
1493,160528.0
1494,249085.0
1495,244876.0
1496,203989.0
1497,155499.0
1498,143194.0
1499,139021.0
1500,135445.0
1501,155396.0
1502,124891.0
1503,249212.0
1504,207080.0
1505,194579.0
1506,163991.0
1507,221946.0
1508,174976.0
1509,140103.0
1510,125140.0
1511,129267.0
1512,148807.0
1513,127294.0
1514,138720.0
1515,171406.0
1516,133101.0
1517,143845.0
1518,112437.0
1519,186977.0
1520,113461.0
1521,117115.0
1522,152582.0
1523,99892.0
1524,109964.0
1525,108429.0
1526,98583.0
1527,93147.0
1528,119528.0
1529,130982.0
1530,160172.0
1531,97038.0
1532,83996.0
1533,130171.0
1534,106464.0
1535,130014.0
1536,95298.0
1537,36414.840000000004
1538,141652.0
1539,172868.0
1540,85182.0
1541,125856.0
1542,122376.0
1543,173106.0
1544,73677.0
1545,100928.0
1546,115142.0
1547,118060.0
1548,119130.0
1549,102798.0
1550,117263.0
1551,93372.0
1552,125324.0
1553,133506.0
1554,105236.0
1555,138887.0
1556,76254.0
1557,91777.0
1558,87866.0
1559,68140.0
1560,111317.0
1561,116537.0
1562,110741.0
1563,106351.0
1564,136643.0
1565,128697.0
1566,207472.0
1567,67512.0
1568,201230.0
1569,114743.0
1570,118338.0
1571,100154.0
1572,126219.0
1573,208105.0
1574,104095.0
1575,196680.0
1576,215170.0
1577,154350.0
1578,128452.0
1579,125999.0
1580,166043.0
1581,133558.0
1582,109425.0
1583,268725.0
1584,191176.0
1585,119947.0
1586,61697.0
1587,89723.0
1588,133654.0
1589,86539.0
1590,116296.0
1591,84359.0
1592,100871.0
1593,108817.0
1594,118910.0
1595,94585.0
1596,193111.0
1597,164559.0
1598,186997.0
1599,143369.0
1600,136286.0
1601,57613.0
1602,101869.0
1603,72572.0
1604,226957.0
1605,210180.0
1606,144834.0
1607,149199.0
1608,179225.0
1609,154303.0
1610,129509.0
1611,117405.0
1612,146410.0
1613,142896.0
1614,110710.0
1615,80747.0
1616,69894.0
1617,81582.0
1618,108865.0
1619,122299.0
1620,136723.0
1621,119954.0
1622,122734.0
1623,233223.0
1624,186034.0
1625,104940.0
1626,143168.0
1627,167191.0
1628,245674.0
1629,152756.0
1630,308715.0
1631,192263.0
1632,209207.0
1633,144113.0
1634,160345.0
1635,151457.0
1636,131085.0
1637,173839.0
1638,160776.0
1639,160270.0
1640,221104.0
1641,155330.0
1642,203006.0
1643,188455.0
1644,201416.0
1645,172392.0
1646,137399.0
1647,136867.0
1648,112623.0
1649,120675.0
1650,99399.0
1651,105184.0
1652,85966.0
1653,89909.0
1654,125103.0
1655,121120.0
1656,121559.0
1657,127066.0
1658,124233.0
1659,106256.0
1660,131876.0
1661,388829.0
1662,342083.0
1663,321005.0
1664,494984.60000000003
1665,260086.0
1666,280155.0
1667,325801.0
1668,289062.0
1669,254110.0
1670,291959.0
1671,226038.0
1672,377546.0
1673,254154.0
1674,208473.0
1675,165264.0
1676,167272.0
1677,187822.0
1678,427014.0
1679,333246.0
1680,288724.0
1681,206456.0
1682,262791.0
1683,156013.0
1684,146970.0
1685,146687.0
1686,144209.0
1687,142594.0
1688,163900.0
1689,166116.0
1690,167054.0
1691,155498.0
1692,227073.0
1693,142390.0
1694,157269.0
1695,140205.0
1696,238573.0
1697,145729.0
1698,297667.0
1699,265151.0
1700,218230.0
1701,232362.0
1702,212381.0
1703,209290.0
1704,244129.0
1705,198135.0
1706,372831.0
1707,181357.0
1708,172736.0
1709,230637.0
1710,189643.0
1711,229956.0
1712,220970.0
1713,235168.0
1714,193794.0
1715,178205.0
1716,155976.0
1717,146694.0
1718,117687.0
1719,178260.0
1720,205082.0
1721,139400.0
1722,109862.0
1723,134194.0
1724,177403.0
1725,206251.0
1726,159630.0
1727,132471.0
1728,150644.0
1729,143014.0
1730,133481.0
1731,105894.0
1732,114394.0
1733,100982.0
1734,107602.0
1735,109076.0
1736,98225.0
1737,268609.0
1738,207527.0
1739,225829.0
1740,191236.0
1741,164665.0
1742,151034.0
1743,151280.0
1744,272745.0
1745,188160.0
1746,158793.0
1747,188340.0
1748,199540.0
1749,125909.0
1750,111055.0
1751,207590.0
1752,103468.0
1753,128525.0
1754,172104.0
1755,146450.0
1756,114372.0
1757,105954.0
1758,125039.0
1759,139110.0
1760,141108.0
1761,126287.0
1762,158385.0
1763,153198.0
1764,100673.0
1765,147961.0
1766,162072.0
1767,193950.0
1768,124492.0
1769,149636.0
1770,130768.0
1771,107979.0
1772,116306.0
1773,109716.0
1774,120447.0
1775,122626.0
1776,110746.0
1777,95935.0
1778,120694.0
1779,102486.0
1780,151504.0
1781,111083.0
1782,77632.0
1783,125880.0
1784,96158.0
1785,107773.0
1786,134430.0
1787,142921.0
1788,52477.0
1789,85598.0
1790,70391.0
1791,161666.0
1792,139732.0
1793,111343.0
1794,131644.0
1795,117729.0
1796,107332.0
1797,102189.0
1798,107584.0
1799,100308.0
1800,111975.0
1801,114545.0
1802,113071.0
1803,129190.0
1804,119640.0
1805,116317.0
1806,108589.0
1807,114435.0
1808,105026.0
1809,108477.0
1810,122414.0
1811,80453.0
1812,87945.0
1813,107672.0
1814,83009.0
1815,35985.18
1816,87893.0
1817,93940.0
1818,132093.0
1819,111169.0
1820,53558.0
1821,97527.0
1822,134689.0
1823,31062.57
1824,112088.0
1825,119201.0
1826,92192.0
1827,89031.0
1828,118277.0
1829,102104.0
1830,128082.0
1831,132029.0
1832,69318.0
1833,121708.0
1834,105909.0
1835,110280.0
1836,112333.0
1837,76118.0
1838,113426.0
1839,89356.0
1840,134477.0
1841,122710.0
1842,79421.0
1843,113594.0
1844,116513.0
1845,118938.0
1846,134410.0
1847,142762.0
1848,39283.090000000004
1849,96774.0
1850,102671.0
1851,135675.0
1852,106920.0
1853,111430.0
1854,143363.0
1855,127710.0
1856,194743.0
1857,127008.0
1858,118181.0
1859,99837.0
1860,127167.0
1861,100177.0
1862,260768.0
1863,247424.0
1864,247501.0
1865,296964.0
1866,284645.0
1867,194500.0
1868,251086.0
1869,174511.0
1870,193987.0
1871,213240.0
1872,146553.0
1873,209734.0
1874,130806.0
1875,174820.0
1876,171978.0
1877,183152.0
1878,175686.0
1879,113073.0
1880,115354.0
1881,212475.0
1882,215283.0
1883,160895.0
1884,178434.0
1885,208990.0
1886,246042.0
1887,181920.0
1888,233395.0
1889,143143.0
1890,104984.0
1891,113820.0
1892,85852.0
1893,116150.0
1894,113754.0
1895,117926.0
1896,111457.0
1897,99933.0
1898,100453.0
1899,138271.0
1900,134164.0
1901,149238.0
1902,132773.0
1903,184059.0
1904,124912.0
1905,171917.0
1906,135179.0
1907,182296.0
1908,95412.0
1909,113226.0
1910,103610.0
1911,187322.0
1912,286897.0
1913,125693.0
1914,59314.0
1915,264850.0
1916,58018.0
1917,214586.0
1918,121378.0
1919,150244.0
1920,134131.0
1921,332635.0
1922,271350.0
1923,195847.0
1924,201200.0
1925,170216.0
1926,329683.0
1927,114678.0
1928,131948.0
1929,111134.0
1930,112759.0
1931,121039.0
1932,120884.0
1933,159718.0
1934,157753.0
1935,149064.0
1936,169838.0
1937,158091.0
1938,145894.0
1939,209940.0
1940,162712.0
1941,149672.0
1942,159645.0
1943,181084.0
1944,305751.0
1945,334604.0
1946,124593.0
1947,270686.0
1948,158500.0
1949,211748.0
1950,161052.0
1951,213505.0
1952,183107.0
1953,146897.0
1954,160015.0
1955,117406.0
1956,274661.0
1957,134157.0
1958,264742.0
1959,123704.0
1960,97290.0
1961,106038.0
1962,85164.0
1963,92787.0
1964,95279.0
1965,124207.0
1966,119677.0
1967,250194.0
1968,356519.0
1969,329039.0
1970,366942.0
1971,417524.0
1972,320912.0
1973,226419.0
1974,281322.0
1975,505057.30000000005
1976,233045.0
1977,306987.0
1978,304484.0
1979,284479.0
1980,173118.0
1981,296910.0
1982,187771.0
1983,171298.0
1984,143394.0
1985,194733.0
1986,183092.0
1987,154062.0
1988,149316.0
1989,165530.0
1990,182986.0
1991,198184.0
1992,188337.0
1993,142005.0
1994,204683.0
1995,160462.0
1996,213731.0
1997,263238.0
1998,280360.0
1999,227857.0
2000,273902.0
2001,235440.0
2002,207327.0
2003,224150.0
2004,246830.0
2005,188174.0
2006,188667.0
2007,213946.0
2008,186717.0
2009,170962.0
2010,165931.0
2011,120404.0
2012,145439.0
2013,153669.0
2014,160004.0
2015,177875.0
2016,165250.0
2017,169201.0
2018,105481.0
2019,116492.0
