Id,SalePrice
1461,125066.66666666667
1462,147472.22222222222
1463,170472.22222222222
1464,177116.66666666666
1465,184833.33333333334
1466,184822.22222222222
1467,171055.55555555556
1468,179616.66666666666
1469,186333.33333333334
1470,121255.55555555556
1471,200842.0
1472,97283.33333333333
1473,89983.33333333333
1474,145405.55555555556
1475,148743.88888888888
1476,356334.3333333333
1477,253852.44444444444
1478,297194.77777777775
1479,219134.77777777778
1480,464423.0
1481,276075.6666666667
1482,212611.11111111112
1483,173294.88888888888
1484,164774.44444444444
1485,176262.22222222222
1486,201590.05555555556
1487,309437.0
1488,247671.11111111112
1489,219761.11111111112
1490,191166.66666666666
1491,191404.5
1492,100475.0
1493,178555.55555555556
1494,308352.77777777775
1495,311805.44444444444
1496,226744.22222222222
1497,173816.72222222222
1498,147478.66666666666
1499,147312.0
1500,158425.83333333334
1501,173861.11111111112
1502,166844.88888888888
1503,295337.22222222225
1504,244488.88888888888
1505,218268.88888888888
1506,170597.22222222222
1507,220208.22222222222
1508,204633.33333333334
1509,167800.0
1510,160444.44444444444
1511,149800.0
1512,160861.11111111112
1513,165050.0
1514,149688.88888888888
1515,194224.44444444444
1516,168383.33333333334
1517,154538.88888888888
1518,127483.33333333333
1519,223717.77777777778
1520,137250.0
1521,141083.33333333334
1522,157450.0
1523,117325.44444444444
1524,117011.11111111111
1525,117127.77777777778
1526,124600.0
1527,96999.22222222222
1528,131428.22222222222
1529,146305.55555555556
1530,160350.0
1531,129375.0
1532,99777.77777777778
1533,155166.66666666666
1534,122697.66666666667
1535,155555.55555555556
1536,119119.55555555556
1537,82124.05555555556
1538,195177.22222222222
1539,186716.66666666666
1540,124041.66666666667
1541,170714.88888888888
1542,138176.38888888888
1543,248340.66666666666
1544,90433.33333333333
1545,109994.44444444444
1546,126269.44444444444
1547,143500.0
1548,123184.33333333333
1549,112061.11111111111
1550,145472.22222222222
1551,118638.88888888889
1552,137521.5
1553,141050.0
1554,112713.88888888889
1555,152244.44444444444
1556,92916.66666666667
1557,107814.0
1558,98894.44444444444
1559,123725.44444444444
1560,139166.66666666666
1561,136311.11111111112
1562,128130.55555555556
1563,127077.77777777778
1564,168659.66666666666
1565,163552.77777777778
1566,204533.33333333334
1567,88313.88888888889
1568,228138.88888888888
1569,129383.77777777778
1570,137925.0
1571,137933.33333333334
1572,142688.88888888888
1573,239120.0
1574,103761.11111111111
1575,200564.22222222222
1576,200861.11111111112
