Id,SalePrice
1461,175355.48
1462,181240.56
1463,178595.17
1464,179211.94
1465,177749.78
1466,178547.06
1467,178014.28
1468,178280.16
1469,177404.31
1470,175991.5
1471,177971.61
1472,182204.88
1473,182112.34
1474,176968.55
1475,176411.53
1476,178239.5
1477,176934.5
1478,178669.5
1479,177181.55
1480,178391.56
1481,178416.12
1482,178880.06
1483,177073.88
1484,178099.47
1485,178852.56
1486,179216.12
1487,176911.05
1488,177619.38
1489,177452.4
1490,178969.27
1491,179150.03
1492,174668.81
1493,180510.19
1494,178773.47
1495,178172.84
1496,177879.94
1497,177967.3
1498,178055.7
1499,177932.23
1500,178931.69
1501,186464.31
1502,177805.5
1503,179877.16
1504,178574.34
1505,177995.52
1506,175327.98
1507,178388.61
1508,174438.28
1509,176603.75
1510,175403.28
1511,176541.31
1512,177362.53
1513,175490.1
1514,179162.42
1515,177854.84
1516,176594.5
1517,177245.66
1518,175320.28
1519,178473.08
1520,175266.44
1521,175500.4
1522,176814.92
1523,175828.84
1524,174959.8
1525,178177.64
1526,176439.06
1527,174650.06
1528,178040.4
1529,175276.77
1530,181388.64
1531,177308.33
1532,178310.36
1533,175944.2
1534,175963.16
1535,179023.9
1536,179439.73
1537,172653.47
1538,179454.2
1539,176161.72
1540,178968.34
1541,175718.6
1542,176063.22
1543,176880.4
1544,174743.06
1545,176570.53
1546,174265.0
1547,177275.31
1548,176516.05
1549,176173.52
1550,173939.72
1551,175364.31
1552,179167.47
1553,180970.25
1554,176911.62
1555,175151.16
1556,177618.75
1557,179611.31
1558,175056.4
1559,179620.42
1560,174157.86
1561,178834.86
1562,176706.31
1563,176285.75
1564,175521.31
1565,177324.16
1566,175976.12
1567,174200.84
1568,177400.11
1569,175484.75
1570,177157.23
1571,178435.92
1572,176681.6
1573,177001.81
1574,175041.31
1575,178637.69
1576,177700.4
1577,177611.14
1578,174625.02
1579,177502.48
1580,177641.5
1581,178318.47
1582,175761.45
1583,177627.47
1584,179040.03
1585,177926.22
1586,177136.23
1587,175473.31
1588,178877.16
1589,175755.9
1590,176623.19
1591,177337.62
1592,176844.0
1593,174689.53
1594,179526.98
1595,177304.34
1596,178812.97
1597,176366.28
1598,177087.36
1599,176360.44
1600,176885.42
1601,174855.45
1602,175462.72
1603,175961.28
1604,178871.66
1605,177639.83
1606,177876.58
1607,174783.33
1608,177925.4
1609,177977.06
1610,178902.73
1611,174944.4
1612,177717.16
1613,177533.9
1614,177793.44
1615,178510.44
1616,178290.22
1617,177759.72
1618,176283.4
1619,178199.56
1620,177584.56
1621,177144.28
1622,181220.19
1623,180757.23
1624,177807.72
1625,174469.56
1626,176806.58
1627,178764.31
1628,178671.88
1629,177869.23
1630,178400.1
1631,178439.81
1632,177854.5
1633,178758.78
1634,178139.4
1635,177596.06
1636,177272.31
1637,178257.58
1638,176789.0
1639,177428.22
1640,178169.97
1641,176583.31
1642,177945.7
1643,177473.23
